time_ms,Omega_ctrl_Hz
0.31720000,-1898.19726974
0.31760000,-1880.20096047
0.31800000,-1862.14415581
0.31840000,-1844.02745519
0.31880000,-1825.85145955
0.31920000,-1807.61677138
0.31960000,-1789.32399463
0.32000000,-1770.97373473
0.32040000,-1752.56659858
0.32080000,-1734.10319447
0.32120000,-1715.58413215
0.32160000,-1697.01002271
0.32200000,-1678.38147861
0.32240000,-1659.69911369
0.32280000,-1640.96354306
0.32320000,-1622.17538315
0.32360000,-1603.33525168
0.32400000,-1584.44376761
0.32440000,-1565.50155113
0.32480000,-1546.50922363
0.32520000,-1527.46740773
0.32560000,-1508.37672717
0.32600000,-1489.23780686
0.32640000,-1470.05127283
0.32680000,-1450.81775220
0.32720000,-1431.53787317
0.32760000,-1412.21226501
0.32800000,-1392.84155800
0.32840000,-1373.42638346
0.32880000,-1353.96737368
0.32920000,-1334.46516190
0.32960000,-1314.92038235
0.33000000,-1295.33367014
0.33040000,-1275.70566130
0.33080000,-1256.03699273
0.33120000,-1236.32830218
0.33160000,-1216.58022825
0.33200000,-1196.79341034
0.33240000,-1176.96848862
0.33280000,-1157.10610405
0.33320000,-1137.20689833
0.33360000,-1117.27151385
0.33400000,-1097.30059374
0.33440000,-1077.29478177
0.33480000,-1057.25472238
0.33520000,-1037.18106063
0.33560000,-1017.07444219
0.33600000,-996.93551331
0.33640000,-976.76492082
0.33680000,-956.56331206
0.33720000,-936.33133491
0.33760000,-916.06963773
0.33800000,-895.77886934
0.33840000,-875.45967904
0.33880000,-855.11271652
0.33920000,-834.73863190
0.33960000,-814.33807567
0.34000000,-793.91169867
0.34040000,-773.46015208
0.34080000,-752.98408739
0.34120000,-732.48415638
0.34160000,-711.96101110
0.34200000,-691.41530383
0.34240000,-670.84768709
0.34280000,-650.25881359
0.34320000,-629.64933621
0.34360000,-609.01990797
0.34400000,-588.37118206
0.34440000,-567.70381174
0.34480000,-547.01845036
0.34520000,-526.31575135
0.34560000,-505.59636817
0.34600000,-484.86095428
0.34640000,-464.11016315
0.34680000,-443.34464823
0.34720000,-422.56506289
0.34760000,-401.77206046
0.34800000,-380.96629413
0.34840000,-360.14841702
0.34880000,-339.31908207
0.34920000,-318.47894207
0.34960000,-297.62864963
0.35000000,-276.76885712
0.35040000,-255.90021672
0.35080000,-235.02338031
0.35120000,-214.13899954
0.35160000,-193.24772573
0.35200000,-172.35020987
0.35240000,-151.44710263
0.35280000,-130.53905429
0.35320000,-109.62671477
0.35360000,-88.71073354
0.35400000,-67.79175966
0.35440000,-46.87044173
0.35480000,-25.94742788
0.35520000,-5.02336570
0.35560000,15.90109769
0.35600000,36.82531576
0.35640000,57.74864253
0.35680000,78.67043260
0.35720000,99.59004120
0.35760000,120.50682419
0.35800000,141.42013807
0.35840000,162.32934005
0.35880000,183.23378802
0.35920000,204.13284060
0.35960000,225.02585713
0.36000000,245.91219776
0.36040000,266.79122340
0.36080000,287.66229577
0.36120000,308.52477743
0.36160000,329.37803179
0.36200000,350.22142314
0.36240000,371.05431666
0.36280000,391.87607845
0.36320000,412.68607556
0.36360000,433.48367599
0.36400000,454.26824873
0.36440000,475.03916377
0.36480000,495.79579213
0.36520000,516.53750588
0.36560000,537.26367815
0.36600000,557.97368317
0.36640000,578.66689626
0.36680000,599.34269392
0.36720000,620.00045374
0.36760000,640.63955455
0.36800000,661.25937632
0.36840000,681.85930026
0.36880000,702.43870884
0.36920000,722.99698574
0.36960000,743.53351597
0.37000000,764.04768580
0.37040000,784.53888284
0.37080000,805.00649605
0.37120000,825.44991572
0.37160000,845.86853357
0.37200000,866.26174267
0.37240000,886.62893756
0.37280000,906.96951419
0.37320000,927.28287000
0.37360000,947.56840390
0.37400000,967.82551631
0.37440000,988.05360916
0.37480000,1008.25208595
0.37520000,1028.42035172
0.37560000,1048.55781312
0.37600000,1068.66387839
0.37640000,1088.73795738
0.37680000,1108.77946162
0.37720000,1128.78780427
0.37760000,1148.76240019
0.37800000,1168.70266594
0.37840000,1188.60801981
0.37880000,1208.47788182
0.37920000,1228.31167374
0.37960000,1248.10881916
0.38000000,1267.86874342
0.38040000,1287.59087373
0.38080000,1307.27463909
0.38120000,1326.91947038
0.38160000,1346.52480036
0.38200000,1366.09006368
0.38240000,1385.61469689
0.38280000,1405.09813849
0.38320000,1424.53982891
0.38360000,1443.93921058
0.38400000,1463.29572787
0.38440000,1482.60882721
0.38480000,1501.87795701
0.38520000,1521.10256775
0.38560000,1540.28211195
0.38600000,1559.41604422
0.38640000,1578.50382126
0.38680000,1597.54490188
0.38720000,1616.53874704
0.38760000,1635.48481983
0.38800000,1654.38258551
0.38840000,1673.23151153
0.38880000,1692.03106755
0.38920000,1710.78072542
0.38960000,1729.47995926
0.39000000,1748.12824542
0.39040000,1766.72506252
0.39080000,1785.26989150
0.39120000,1803.76221556
0.39160000,1822.20152025
0.39200000,1840.58729344
0.39240000,1858.91902538
0.39280000,1877.19620866
0.39320000,1895.41833829
0.39360000,1913.58491165
0.39400000,1931.69542856
0.39440000,1949.74939127
0.39480000,1967.74630450
